Timestamp,Gender,Age,Whereabouts,Ethnic/Dialect Group,Language spoken most frequently at home:,Marital Status,Nationality,Religion,Sexual Orientation,Professional/Employment Status,Sector,Industry,"Income per annum (including bonuses, gross)",Present Highest Education Level,Intended Highest Education Level,"Economic Scale (Left-Right) [What is your Political Compass analysis? (Optional, but highly recommended)]","Social Scale (Up-Down) [What is your Political Compass analysis? (Optional, but highly recommended)]",On Abortion: It is morally right to terminate a pregnancy before normal childbirth.,On Euthanasia: It is the duty of doctors to keep people alive for as long as possible.,On LGBTQ: The LGBTQ should be given equal rights.,On Religion: Religion has no place in politics.,On Freedom of Speech: The Government should relax existing restrictions on freedom of speech.,On Ministerial Salary: Our ministers should be paid less than they are at the moment.,On Minimum Wage: There should be a minimal wage for all occupations.,MBTI 
1/1/2017 13:33,Female,19,Singapore,Hokkien,Mandarin,Single,Singapore Citizen,Buddhism,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",O level,Bachelor's Degree,,,7,5,7,7,4,4,6,INFJ
1/1/2017 13:34,Male,25,Singapore,Teochew,Mandarin,Single,Singapore Citizen,Taoism/Chinese Traditional Beliefs,Heterosexual (straight),Salaried Employee,Private,Travel / Tourism,"Below $20,000",Diploma,Bachelor's Degree,,,6,3,7,7,5,3,7,
1/1/2017 13:34,Male,16,Singapore,Hokkien,Mandarin,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Public,Other: Student,"Below $20,000",O level,Diploma,Slightly Left,,4,7,5,7,5,4,7,INFP
1/1/2017 13:34,Female,23,Singapore,Hainanese,Mandarin,Single,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Salaried Employee,Public,Healthcare / Pharmaceutrical,"$20,000 - $39,999",Bachelor's Degree,Bachelor's Degree,,,7,4,7,6,7,6,7,ISFJ
1/1/2017 13:35,Female,23,Singapore,Teochew,English,Engaged,Singapore Citizen,No Religion,Heterosexual (straight),Salaried Employee,Public,Education & Training,"$20,000 - $39,999",Bachelor's Degree,Master's Degree,Slightly Right,Slightly Up,7,2,5,6,7,5,5,ENTJ
1/1/2017 13:35,Female,15,Singapore,Hakka,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,,PSLE,Bachelor's Degree,Moderately Left,Moderately Down,7,2,7,6,5,5,4,ISTP
1/1/2017 13:35,Female,23,Singapore,Hokkien,English,Attached,Singapore Citizen,No Religion,Bisexual,Student,Not Applicable,Marketing / Public Relations,,Diploma,Bachelor's Degree,,,7,3,7,7,7,7,5,ENTJ
1/1/2017 13:38,Male,16,Singapore,Teochew,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",PSLE,Master's Degree,Slightly Left,Slightly Down,6,3,6,6,5,5,5,
1/1/2017 13:38,Male,24,"Overseas, studying",Caucasian,English,Attached,Foreigner (Non-Expatriate),No Religion,Heterosexual (straight),Student,Not Applicable,Other/Not Applicable,"Below $20,000",Master's Degree,,Moderately Left,Moderately Up,,,,,,,,
1/1/2017 13:39,Male,32,Singapore,Hokkien,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Self-employed,Private,Information Technology,"$40,000 - $59,999",Bachelor's Degree,Bachelor's Degree,Moderately Left,Slightly Down,5,3,6,7,5,5,4,ENFP
1/1/2017 13:39,Female,18,Singapore,Hokkien,Mandarin,Single,Singapore Citizen,No Religion,Asexual,Student,Not Applicable,Other: Student,"Below $20,000",O level,Bachelor's Degree,Moderately Left,Slightly Up,6,3,5,7,4,4,1,ENFP
1/1/2017 13:40,Male,21,Singapore,Indian,Hindi,Single,Foreigner (Expatriate),Hinduism,Heterosexual (straight),Salaried Employee,Private,Banking & Finance,"Below $20,000",Bachelor's Degree,Bachelor's Degree,Slightly Left,,,,,,,,,
1/1/2017 13:41,Male,24,Singapore,Hokkien,Mandarin,Engaged,Singapore Citizen,No Religion,Heterosexual (straight),Salaried Employee,Public,Security & Investigation,"$40,000 - $59,999",A level,Master's Degree,Slightly Right,,3,3,5,6,7,7,5,
1/1/2017 13:42,Male,28,"Overseas, working",Cantonese,English,Married,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Salaried Employee,Private,Real Estate / Property Management,"$100,000 - $199,999",Bachelor's Degree,Master's Degree,Slightly Left,Slightly Up,5,5,5,5,5,5,4,ENTJ
1/1/2017 13:42,Male,18,Singapore,Other Asian,Other Asian ,Single,Singapore PR (2nd Gen and above),Buddhism,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",A level,PhD,Slightly Left,Slightly Down,7,1,5,7,3,1,1,INTJ
1/1/2017 13:42,Male,19,Singapore,Malay,English,Single,Singapore Citizen,Islam,Heterosexual (straight),Student,Not Applicable,Other: Student,"$140,000 - $159,999",O level,Master's Degree,Slightly Right,Moderately Down,5,4,6,7,4,4,6,INTP
1/1/2017 13:43,Male,23,Singapore,Caucasian,English,Single,Foreigner (Expatriate),No Religion,Heterosexual (straight),Salaried Employee,Private,Information Technology,"$60,000 - $79,999",Bachelor's Degree,Bachelor's Degree,Moderately Left,Moderately Up,7,1,7,7,6,3,6,
1/1/2017 13:43,Male,18,Singapore,Hakka,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other/Not Applicable,"Below $20,000",O level,Bachelor's Degree,,,7,1,7,7,7,7,7,
1/1/2017 13:45,Male,16,Singapore,Tamil,English,Single,Foreigner (Expatriate),Hinduism,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",O level,PhD,Moderately Left,Moderately Down,7,4,6,7,6,5,7,INTP
1/1/2017 13:45,Male,20,Singapore,Hokkien,Mandarin,Single,Singapore Citizen,Taoism/Chinese Traditional Beliefs,Heterosexual (straight),NSF,Public,Other: NSF,"Below $20,000",Diploma,Bachelor's Degree,,,5,5,6,7,7,4,3,ISFJ
1/1/2017 13:45,Male,27,Singapore,Hainanese,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Salaried Employee,Public,Information Technology,"$60,000 - $79,999",Bachelor's Degree,Bachelor's Degree,Moderately Left,,7,1,7,7,6,6,4,ISFJ
1/1/2017 13:46,Male,18,Singapore,Filipino,Filipino,Single,Singapore PR (2nd Gen and above),"Christianity, Roman Catholic",Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",O level,Bachelor's Degree,Slightly Left,Moderately Down,4,5,5,4,6,2,1,ISFJ
1/1/2017 13:46,Male,31,Singapore,Caucasian,English,Attached,Foreigner (Expatriate),No Religion,Heterosexual (straight),Salaried Employee,Private,Information Technology,"$80,000 - $99,999",A level,A level,,,7,1,7,3,2,1,1,
1/1/2017 13:47,Female,16,Singapore,Cantonese,Mandarin,Single,Singapore Citizen,No Religion,Asexual,Student,Not Applicable,Other: Student,"Below $20,000",PSLE,Diploma,,,7,2,7,3,6,5,6,INFJ
1/1/2017 13:47,Male,22,Singapore,North Indian,"Hindi Punjabi English Pahari (dialect of himachal pradesh, India)",Single,EP Holder bitches.. casino is free forever,Hinduism,Heterosexual (straight),Salaried Employee,Private,Accounting / Auditing / Taxation,"$200,000 and above",computer science & engineering + mba finance,computer science & engineering + mba finance,Slightly Right,Moderately Up,7,4,7,7,1,1,6,INTJ
1/1/2017 13:48,Male,21,Singapore,Cantonese,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",A level,Bachelor's Degree,Slightly Left,Slightly Down,5,1,7,7,3,3,1,ISTJ
1/1/2017 13:49,Male,17,"Overseas, studying",Hainanese,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,,IB,,,,5,7,7,7,4,4,4,ISFP
1/1/2017 13:49,Male,36,Singapore,Hokkien,English,Single,Singapore Citizen,Buddhism,Homosexual (gay/lesbian),Salaried Employee,Public,Banking & Finance,"$100,000 - $199,999",Master's Degree,Master's Degree,Slightly Left,Slightly Down,6,3,7,7,5,3,5,INTJ
1/1/2017 13:49,Male,29,Singapore,Tamil,Tamil,Married,Foreigner (Expatriate),Hinduism,Heterosexual (straight),Salaried Employee,Private,Engineering,"$40,000 - $59,999",Master's Degree,PhD,Slightly Right,Slightly Up,7,1,7,7,7,2,5,ENTP
1/1/2017 13:51,Male,28,"Overseas, working",Hokkien,English,Attached,Singapore Citizen,No Religion,Bisexual,Salaried Employee,Private,Information Technology,"$180,000 - $199,999",Master's Degree,Master's Degree,Moderately Left,Strongly Up,6,1,7,7,7,5,7,INFP
1/1/2017 13:51,Male,15,Singapore,Japanese,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Public,Other: Student,"$100,000 - $199,999","None, came from overseas",PhD,Slightly Left,,5,1,7,7,7,4,6,ENFP
1/1/2017 13:52,Female,16,Singapore,Hakka,Mandarin,Single,Singapore PR (2nd Gen and above),Buddhism,Heterosexual (straight),Student,Not Applicable,Other/Not Applicable,,O level,Bachelor's Degree,Slightly Left,Moderately Down,6,2,7,6,5,4,5,INFP
1/1/2017 13:52,Male,26,"Overseas, studying",Teochew,English,Single,Ex-citizen,"Christianity, Roman Catholic",Heterosexual (straight),Student,Public,Engineering,"Below $20,000",Bachelor's Degree,PhD,Moderately Left,Slightly Down,7,3,7,7,7,4,7,ISFJ
1/1/2017 13:53,Female,26,Singapore,Hokkien,Mandarin,Single,Singapore PR (2nd Gen and above),No Religion,Bisexual,Salaried Employee,Public,Healthcare / Pharmaceutrical,"$60,000 - $79,999",Bachelor's Degree,Master's Degree,Slightly Left,,6,2,7,6,5,4,3,INFJ
1/1/2017 13:54,Male,27,Singapore,Hokkien,English,Attached,Singapore PR (2nd Gen and above),No Religion,Heterosexual (straight),Self-employed,Private,Advertising / Media,"$20,000 - $39,999",A level,A level,Strongly Left,Strongly Down,5,3,7,6,6,6,7,INTP
1/1/2017 13:54,Male,18,Singapore,Hokkien,English,Attached,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Information Technology,"Below $20,000",O level,Bachelor's Degree,Moderately Right,Moderately Up,7,1,1,7,1,1,1,ISTP
1/1/2017 13:54,Male,19,Singapore,Hindi,English,Single,Singapore Citizen,Hinduism,Heterosexual (straight),NSF,Not Applicable,Other: NSF,,A level,PhD,,,5,1,6,2,1,2,1,ENFJ
1/1/2017 13:54,Male,19,Singapore,Eurasian,Mandarin,Single,Singapore Citizen,No Religion,Heterosexual (straight),NSF,Not Applicable,Other: NSF,"Below $20,000",A level,Master's Degree,Slightly Left,Slightly Down,6,2,7,7,4,3,1,INTJ
1/1/2017 13:57,Male,20,Singapore,Teochew,Mandarin,Single,Singapore PR (2nd Gen and above),No Religion,Heterosexual (straight),NSF,Not Applicable,Other: NSF,"Below $20,000",Diploma,Bachelor's Degree,,,6,2,6,7,7,5,3,
1/1/2017 13:58,Male,26,Singapore,Hokkien,English,Single,Singapore Citizen,Buddhism,Bisexual,Salaried Employee,Public,Information Technology,"$40,000 - $59,999",Master's Degree,Master's Degree,Strongly Left,Strongly Down,3,4,7,7,6,5,7,INFP
1/1/2017 13:59,Female,28,Singapore,Cantonese,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Self-employed,Not Applicable,Sales / Retail,"Below $20,000",Bachelor's Degree,Bachelor's Degree,Slightly Left,Slightly Down,7,4,6,7,6,4,5,INFJ
1/1/2017 13:59,Male,20,Singapore,Tamil,Tamil,Single,Singapore Citizen,No Religion,Heterosexual (straight),NSF,Not Applicable,Other: NSF,"Below $20,000",A level,Bachelor's Degree,,,6,3,6,7,3,3,2,
1/1/2017 13:59,Male,24,"Overseas, studying",Hokkien,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Public,Other: Student,"Below $20,000",Bachelor's Degree,Master's Degree,Moderately Left,Slightly Up,7,2,7,5,6,2,5,INTJ
1/1/2017 14:00,Male,22,Singapore,Hokkien,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",Diploma,Master's Degree,Slightly Right,,4,6,4,7,2,2,1,
1/1/2017 14:00,Male,21,Singapore,Hokkien,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",A level,Master's Degree,,,5,5,7,6,4,3,3,ESFJ
1/1/2017 14:01,Male,20,Singapore,Hakka,Mandarin,Single,Singapore Citizen,"Christianity, Roman Catholic",Bisexual,NSF,Not Applicable,Other: NSF,,A level,PhD,,,2,6,6,5,3,7,1,ISFP
1/1/2017 14:02,Male,27,Singapore,Hokkien,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Salaried Employee,Private,Engineering,"$60,000 - $79,999",Bachelor's Degree,Master's Degree,,,,,,,,,,
1/1/2017 14:02,Male,18,Singapore,Hokkien,Mandarin,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",O level,Diploma,Slightly Right,Slightly Down,7,1,7,7,5,6,5,ESFJ
1/1/2017 14:02,Male,19,Singapore,Hokkien,Mandarin,Single,Singapore Citizen,No Religion,Heterosexual (straight),NSF,Not Applicable,Other: NSF,"Below $20,000",A level,Master's Degree,,,5,5,7,6,5,4,6,ENFP
1/1/2017 14:03,Male,28,Singapore,Hainanese,English,Attached,Singapore Citizen,No Religion,Heterosexual (straight),Self-employed,Private,Information Technology,"Below $20,000",Master's Degree,Master's Degree,Slightly Right,Slightly Down,7,1,6,7,7,1,1,ENTJ
1/1/2017 14:03,Male,17,Singapore,Hokkien,English,Single,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Student,Private,Other: Student,"Below $20,000",O level,Medical Degree,,,6,5,5,7,7,4,5,ISTP
1/1/2017 14:03,Male,21,Singapore,Hokkien,Mandarin,Single,Singapore Citizen,Buddhism,Heterosexual (straight),Student,Public,Other: Student,"$60,000 - $79,999",A level,PhD,Moderately Left,Moderately Up,7,4,6,7,2,5,1,INTJ
1/1/2017 14:04,Male,34,Singapore,Caucasian,English,Single,Foreigner (Non-Expatriate),No Religion,Heterosexual (straight),Salaried Employee,Public,Engineering,"$60,000 - $79,999",PhD,PhD,Moderately Left,Slightly Up,7,3,7,7,7,4,7,
1/1/2017 14:05,Male,18,Singapore,Hokkien,Mandarin,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Public,Engineering,"Below $20,000",O level,Master's Degree,Slightly Left,Slightly Down,4,3,6,3,5,2,3,ENTP
1/1/2017 14:05,Male,25,"Overseas, studying",Eurasian,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",Bachelor's Degree,PhD,Strongly Left,Strongly Down,7,1,7,7,7,7,7,INFP
1/1/2017 14:06,Male,20,Singapore,Javanese,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Salaried Employee,Not Applicable,Customer Service,"Below $20,000",Diploma,Bachelor's Degree,Slightly Left,,4,5,7,7,5,4,4,INTJ
1/1/2017 14:06,Male,16,Singapore,Hokkien,English,Single,Singapore Citizen,Buddhism,Heterosexual (straight),Student,Not Applicable,Other/Not Applicable,"Below $20,000",PSLE,Master's Degree,,,4,1,4,7,5,6,4,ISTJ
1/1/2017 14:09,Male,19,Singapore,Hokkien,English,Attached,Singapore Citizen,Taoism/Chinese Traditional Beliefs,Heterosexual (straight),NSF,Public,Other: NSF,"Below $20,000",A level,Master's Degree,Slightly Left,Slightly Down,1,1,6,7,7,6,5,ENFP
1/1/2017 14:10,Female,23,Singapore,Hokkien,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",Bachelor's Degree,Master's Degree,,,7,3,7,,,,,INFP
1/1/2017 14:11,Female,38,Singapore,Hokkien,English,Attached,Singapore Citizen,Agnostic,Heterosexual (straight),Self-employed,Private,Architecture / Interior Design,"$60,000 - $79,999",Master's Degree,Master's Degree,Slightly Right,Slightly Up,7,1,5,6,5,2,1,INTP
1/1/2017 14:11,Male,18,Singapore,Hainanese,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other/Not Applicable,"$200,000 and above",O level,Master's Degree,,,7,1,7,7,5,4,5,ISTP
1/1/2017 14:11,Male,18,Singapore,Teochew,English,Single,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Student,Not Applicable,Other/Not Applicable,"Below $20,000",A level,Master's Degree,,,4,2,5,4,6,5,6,INTP
1/1/2017 14:14,Male,23,Singapore,Cantonese,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Unemployed and seeking employment,Not Applicable,Other/Not Applicable,"Below $20,000",Diploma,Bachelor's Degree,Slightly Left,Moderately Down,7,3,7,5,5,3,5,ENTP
1/1/2017 14:15,Male,27,"Overseas, studying",Hokkien,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"$20,000 - $39,999",Bachelor's Degree,PhD,Moderately Left,Moderately Down,5,2,7,6,3,5,3,ENTJ
1/1/2017 14:17,Male,100,Singapore,Teochew,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Unemployed and seeking employment,Not Applicable,Other/Not Applicable,"$20,000 - $39,999",Diploma,Bachelor's Degree,Slightly Left,Slightly Up,7,1,7,7,7,7,7,INFJ
1/1/2017 14:17,Male,18,Singapore,Teochew,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,,O level,Master's Degree,,,7,4,7,7,,4,5,
1/1/2017 14:17,Male,26,Singapore,Cantonese,English,Single,Singapore Citizen,"It's complicated. Simply ""agnostic"" or if not just ""free thinker""",Heterosexual (straight),Salaried Employee,Public,Sciences / Laboratory / R&D,"$40,000 - $59,999",Bachelor's Degree,Master's Degree,Moderately Left,Slightly Down,5,3,7,6,3,5,5,INFJ
1/1/2017 14:17,Male,20,Singapore,Cantonese,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",A level,Master's Degree,,,6,3,6,7,5,3,3,INTP
1/1/2017 14:18,Male,25,Singapore,Hakka,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Unemployed and not seeking employment,Not Applicable,Other/Not Applicable,"Below $20,000",O level,O level,,,5,3,5,6,4,5,4,
1/1/2017 14:19,Male,19,Singapore,Teochew,English,Single,Singapore Citizen,No Religion,Bisexual,Student,Private,Sciences / Laboratory / R&D,"Below $20,000",O level,Bachelor's Degree,Moderately Left,Moderately Down,4,3,7,7,5,3,4,INTP
1/1/2017 14:19,Male,16,Singapore,Boyanese,English,Single,Singapore Citizen,Islam,Bisexual,Student,Not Applicable,Other: Student,"$20,000 - $39,999",O level,Diploma,,,4,5,4,6,4,5,5,INTP
1/1/2017 14:21,Male,21,Singapore,Caucasian,English,Single,Foreigner (Expatriate),No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",Bachelor's Degree,PhD,Moderately Left,Moderately Down,5,3,7,7,5,4,6,INTJ
1/1/2017 14:21,Male,37,Singapore,Caucasian,English,Married,Foreigner (Expatriate),No Religion,Heterosexual (straight),Salaried Employee,Private,Banking & Finance,"$200,000 and above",Master's Degree,Master's Degree,Slightly Right,Slightly Up,4,3,7,7,7,7,6,INTJ
1/1/2017 14:21,Male,18,Singapore,Hokkien,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other/Not Applicable,"Below $20,000",A level,Diploma,Slightly Left,Moderately Up,7,4,5,7,2,1,1,
1/1/2017 14:21,Male,17,Singapore,chinese,Mandarin,Attached,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",O level,Master's Degree,Moderately Left,Slightly Up,6,4,7,7,5,5,5,ENTP
1/1/2017 14:23,Female,20,Singapore,Hokkien,Half chinese half english,Single,Singapore Citizen,No Religion,Asexual,Student,Not Applicable,Other/Not Applicable,,A level,Bachelor's Degree,,,7,3,7,6,6,4,3,INTJ
1/1/2017 14:24,Female,21,Singapore,Hakka,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Salaried Employee,Private,Events / Promotion,"Below $20,000",Diploma,Bachelor's Degree,,,2,3,5,6,4,4,5,ESFP
1/1/2017 14:24,Male,17,Singapore,Hokkien,Mandarin,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",O level,Bachelor's Degree,,,7,4,7,7,3,2,5,INFP
1/1/2017 14:25,Male,20,Singapore,Hokkien,English,Attached,Singapore Citizen,No Religion,Bisexual,Student,Not Applicable,Information Technology,"Below $20,000",Diploma,PhD,Slightly Right,Strongly Down,6,2,7,6,5,5,6,INFP
1/1/2017 14:25,Male,22,Singapore,Teochew,Mandarin,Single,Singapore Citizen,No Religion,Heterosexual (straight),NSF,Public,Other: NSF,"Below $20,000",Diploma,Bachelor's Degree,Slightly Left,Slightly Up,7,7,7,7,4,4,1,ISTJ
1/1/2017 14:27,Male,22,Singapore,Hokkien,Mandarin,Single,Singapore Citizen,Taoism/Chinese Traditional Beliefs,Homosexual (gay/lesbian),Student,Not Applicable,Other: Student,"Below $20,000",Bachelor's Degree,Master's Degree,,,7,1,7,7,4,7,7,INFJ
1/1/2017 14:33,Female,19,Singapore,Hokkien,English,Single,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",A level,Bachelor's Degree,,,4,3,2,2,2,5,3,ENFJ
1/1/2017 14:33,Male,18,Singapore,mixed,English,Single,Singapore Citizen,Islam,Homosexual (gay/lesbian),Student,Not Applicable,Advertising / Media,"Below $20,000",O level,Bachelor's Degree,,,7,4,7,6,7,6,7,INFP
1/1/2017 14:33,Female,22,Singapore,Cantonese,English,Attached,Singapore Citizen,No Religion,Bisexual,Student,Not Applicable,Other: Student,"Below $20,000",Bachelor's Degree,Bachelor's Degree,Moderately Left,Slightly Up,7,1,7,7,5,4,7,INTP
1/1/2017 14:33,Male,26,Singapore,Hakka,English,Attached,Singapore Citizen,No Religion,Heterosexual (straight),Self-employed,Private,Information Technology,"Below $20,000",Master's Degree,Master's Degree,Moderately Left,Moderately Up,7,1,4,7,5,3,2,INTP
1/1/2017 14:33,Male,20,Singapore,Hokkien,Mandarin,Single,Singapore Citizen,Taoism/Chinese Traditional Beliefs,Heterosexual (straight),NSF,Not Applicable,Other: NSF,"Below $20,000",Diploma,Diploma,,,,,,,,,,
1/1/2017 14:34,Male,26,Singapore,Hakka,English,Attached,Singapore Citizen,No Religion,Heterosexual (straight),Self-employed,Private,Information Technology,"Below $20,000",Master's Degree,Master's Degree,Moderately Left,Moderately Up,7,1,4,7,5,3,2,INTP
1/1/2017 14:34,Male,41,Singapore,Tamil,English,Married,Singapore PR (1st Gen),Hinduism,Heterosexual (straight),Salaried Employee,Private,Banking & Finance,"$200,000 and above",Master's Degree,Master's Degree,Moderately Left,,7,1,7,7,5,4,4,
1/1/2017 14:35,Male,21,Singapore,Hokkien,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),NSF,Not Applicable,Other: NSF,"Below $20,000",Diploma,Master's Degree,,,3,3,4,5,5,3,2,INTP
1/1/2017 14:37,Male,15,Singapore,Hokkien,English,Single,Singapore Citizen,No Religion,Bisexual,Student,Not Applicable,Other: Student,"Below $20,000",PSLE,Bachelor's Degree,Moderately Left,Slightly Up,5,6,7,7,5,3,2,INTP
1/1/2017 14:37,Male,18,Singapore,Teochew,Mandarin,Single,Singapore Citizen,Buddhism,Homosexual (gay/lesbian),NSF,Not Applicable,Other: NSF,,PSLE,A level,Slightly Left,Moderately Down,4,2,7,6,5,4,4,ISTP
1/1/2017 14:38,Male,15,Singapore,Hainanese,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",PSLE,PhD,Strongly Left,Moderately Down,3,5,7,7,5,7,7,INTP
1/1/2017 14:38,Male,24,Singapore,Hokkien,English,Single,Singapore Citizen,No Religion,Bisexual,Salaried Employee,Private,Advertising / Media,"Below $20,000",Bachelor's Degree,Bachelor's Degree,Moderately Right,Slightly Up,7,1,7,7,1,1,1,
1/1/2017 14:39,Male,22,"Overseas, studying",Malayalee,English,Single,Singapore PR (2nd Gen and above),No Religion,Heterosexual (straight),Student,Not Applicable,Information Technology,"Below $20,000",Bachelor's Degree,Bachelor's Degree,Strongly Left,Moderately Down,6,3,7,7,5,2,5,ISFP
1/1/2017 14:39,Male,21,Singapore,Hokkien,English,Single,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",A level,Bachelor's Degree,Slightly Right,,5,3,5,6,5,5,1,ESFJ
1/1/2017 14:39,Male,29,Singapore,Eurasian,English,Attached,Singapore Citizen,Islam,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",Diploma,Master's Degree,,,5,5,3,7,4,3,5,
1/1/2017 14:40,Male,21,Singapore,Sikh,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),NSF,Not Applicable,Other: NSF,"Below $20,000",Diploma,Bachelor's Degree,Slightly Left,Slightly Down,7,3,7,7,7,5,7,ESTP
1/1/2017 14:41,Male,26,Singapore,Teochew,English,Single,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Salaried Employee,Public,Social Services,"$40,000 - $59,999",Bachelor's Degree,Master's Degree,Moderately Left,Moderately Down,3,3,4,4,5,5,5,INTJ
1/1/2017 14:41,Female,20,Singapore,Hokkien,English,Attached,Singapore Citizen,No Religion,Bisexual,Student,Not Applicable,Sciences / Laboratory / R&D,"Below $20,000",Diploma,Master's Degree,Moderately Left,,7,2,7,7,7,4,4,INFP
1/1/2017 14:41,Female,37,Singapore,Hokkien,Mandarin,Single,Singapore Citizen,No Religion,Asexual,Self-employed,Not Applicable,Information Technology,"$40,000 - $59,999",Bachelor's Degree,Bachelor's Degree,Slightly Left,Slightly Down,7,1,4,7,4,5,4,ISTJ
1/1/2017 14:41,Male,23,Singapore,Cantonese,English,Attached,Singapore Citizen,No Religion,Heterosexual (straight),Salaried Employee,Public,Other/Not Applicable,"$40,000 - $59,999",A level,Bachelor's Degree,,,7,2,5,6,5,4,5,INTP
1/1/2017 14:44,Female,22,Singapore,Teochew,English,Single,Singapore Citizen,No Religion,Heterosexual (straight),Salaried Employee,Public,Banking & Finance,"$20,000 - $39,999",Bachelor's Degree,Master's Degree,,,6,2,7,6,6,5,5,INTJ
1/1/2017 14:44,Male,24,Singapore,Malay,Malay,Single,Singapore Citizen,Islam,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",Diploma,Bachelor's Degree,Slightly Left,Slightly Down,4,2,4,5,5,4,5,INTP
1/1/2017 14:45,Male,27,"Overseas, studying",Teochew,English,Single,Singapore Citizen,Buddhism,Homosexual (gay/lesbian),Salaried Employee,Public,Education & Training,"$40,000 - $59,999",Bachelor's Degree,Bachelor's Degree,Moderately Left,Slightly Up,5,4,7,6,4,3,2,INFJ
1/1/2017 14:45,Male,19,Singapore,Hokkien,English,Single,Singapore PR (2nd Gen and above),No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",Diploma,Bachelor's Degree,Slightly Left,Slightly Up,6,6,6,6,,2,6,INFP
1/1/2017 14:46,Male,17,Singapore,Hokkien,Mandarin,Single,Singapore Citizen,No Religion,Heterosexual (straight),Student,Not Applicable,Other: Student,"Below $20,000",O level,Master's Degree,,,7,1,7,7,4,2,1,ENFP
1/1/2017 14:47,Male,18,Singapore,Hokkien,Mandarin,Single,Singapore Citizen,"Christianity, Roman Catholic",Heterosexual (straight),Student,Public,Other: Student,"Below $20,000",A level,Bachelor's Degree,Slightly Left,Slightly Up,3,5,3,3,6,5,5,ENTP
